1,0.0210699999984707
2,0.0210700000001795
3,0.0210700000011383
4,0.0210700000015223
5,0.0210699999980894
6,0.0210700000014512
7,0.0210700000006405
8,0.0210700000003063
9,0.02107000000063
10,0.0210700000009884
11,0.0210700000007503
12,0.021069999999465
13,0.021069999999442
14,0.0210700000002609
15,0.0210700000002767
16,0.0210699999997263
17,0.0210699999994153
18,0.0210699999995413
19,0.0210699999999995
20,0.0210700000003939
21,0.0210700000002738
22,0.0210699999995649
23,0.0210699999997147
24,0.0210699999997534
25,0.0210700000002498
26,0.0210700000000353
27,0.0210699999998023
28,0.0210699999997822
29,0.0210700000001945
30,0.0210699999997283
31,0.0210700000001389
32,0.0210699999999671
33,0.0210699999998352
34,0.0210699999998674
35,0.0210699999999888
36,0.0210700000000024
37,0.0210700000000969
38,0.0210699999997833
39,0.021070000000016
40,0.0210699999999998
41,0.0210699999998256
42,0.0210699999997651
43,0.0210699999998503
44,0.0210699999998542
45,0.0210700000000579
46,0.0210700000000797
47,0.0210699999999277
48,0.0210699999999875
49,0.0210699999998762
50,0.0210699999998727
51,0.0210699999999973
52,0.02107
53,0.0210699999998747
54,0.0210699999999957
55,0.02107
56,0.0210700000000963
57,0.0210699999999019
58,0.0210699999999211
59,0.02107
60,0.0210699999998555
61,0.0210700000000827
62,0.0210699999999157
63,0.0210699999999187
64,0.0210700000000263
65,0.0210700000000017
66,0.0210700000000206
67,0.0210700000000428
68,0.0210699999998954
69,0.0210699999999341
70,0.0210699999999154
71,0.0210700000000063
72,0.0210699999999989
73,0.0210700000000001
74,0.0210699999999196
75,0.021069999999933
76,0.021069999999872
77,0.0210699999999499
78,0.0210700000000656
79,0.0210699999999721
80,0.0210699999999999
81,0.0210699999999462
82,0.0210700000000006
83,0.0210699999999999
84,0.0210699999999698
85,0.021070000000038
86,0.0210700000000688
87,0.021069999999885
88,0.0210699999999852
89,0.0210699999999985
90,0.0210700000000005
91,0.0210700000000005
92,0.0210700000000002
93,0.0210700000001013
94,0.021070000000004
95,0.0210699999999431
96,0.0210700000000769
97,0.0210699999999903
98,0.0210699999999304
99,0.0210699999999666
100,0.021069999999956
